Issue,Storypoint
"Column AUTHOR_NAME in AUTHOR table should be unique
nan",3
"Link is escaped on Elastic Bamboo Configuration scrren
see screenshot (link to the enable remote agents page inside the error box is escaped)",1
"After installing Bamboo (on Windows), Bamboo automatically detects and assigns the JRE executables of a JDK installation rather than the JDK executables.
When you install a JDK on windows, it usually installs a JDK and JRE component to the following paths:  * {{C:\Java\jdk1.6.0_10}}  * {{C:\Java\jre6}}    When Bamboo automatically detects the presence of local JDKs (after having installed a JDK and Bamboo on Windows), Bamboo appears to assign these locally detected JDKs the path to the JRE executables of the JDK installation (for example, {{C:\Java\jre6}}), rather than the path to the JDK executables instead (i.e. {{C:\Java\jdk1.6.0_10}}).    I'm not sure if this happens on other operating systems.  ",1
"Labmanager should remove agents properly
From https://studio.atlassian.com/browse/LABMAN-26",5
"Incorrect state shown on remote agent page
After a remote  agent is stopped the state shown in the page cycles between Disabled (correct) and ""will be disabled when the build finishes"" (incorrect as agent process is long dead)  ",1
"Support MSSQL with Unicode
[Confluence supports MSSQL Unicode|http://confluence.atlassian.com/display/DOC/Known+Issues+For+SQL+Server#KnownIssuesForSQLServer-UnicodeCharactersNotSupportedByDefault]    Bamboo should do as well. Include net/sf/hibernate/dialect/SQLServerIntlDialect.java (we can steal it from confluence)    I have verified that it works.    ",3
"SaveBuildTask & LocalBuildProcessor should be run as a single tranasactional call
SaveBuildTask needs some refactoring:  1. It should not be a task, instead, it should be a service.  2. At least database access for BRS and test classes should be made in a single transaction.  3. Consider moving updateBuildSummaryFromBuildResults from BRSManager to the newly created service.",5
"Elastic bamboo agent (bamboo-agent-home) uses small 10G root partition of elastic instance.
the elastic agent home is located in the small (10G) root partition of the el instance.  the rest of the disk space is available on /mnt which is not used at all!!!    bamboo-agent-home should be linked to use /mnt/bamboo/bamboo-agent-home for bamboo data  /home/bamboo _could_ be linked to  /mnt/bamboo/. for agent logs etc. but this is not urgent,    This issue occurs if no ebs volumes are used.    ",1
"Create reusable progress bar component
nan",3
"Hibernate Exception when hitting dashboard
2010-06-10 11:08:45,082 ERROR [304703545@qtp-46675819-10] [LazyInitializer] Exception initializing proxy  net.sf.hibernate.HibernateException: Could not initialize proxy - the owning Session was closed    net.sf.hibernate.proxy.LazyInitializer.initialize(LazyInitializer.java:47)    net.sf.hibernate.proxy.LazyInitializer.initializeWrapExceptions(LazyInitializer.java:60)    net.sf.hibernate.proxy.LazyInitializer.getImplementation(LazyInitializer.java:164)    net.sf.hibernate.proxy.CGLIBLazyInitializer.intercept(CGLIBLazyInitializer.java:108)    com.atlassian.bamboo.project.DefaultProject$$EnhancerByCGLIB$$ed17e412.getKey(<generated>)    com.atlassian.bamboo.project.ProjectStatusHelperImpl.<init>(ProjectStatusHelperImpl.java:39)    com.atlassian.bamboo.webwork.StarterAction.getProjectStatusHelper(StarterAction.java:146)    sun.reflect.GeneratedMethodAccessor358.invoke(Unknown Source)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)    java.lang.reflect.Method.invoke(Method.java:597)    ognl.OgnlRuntime.invokeMethod(OgnlRuntime.java:778)    ognl.OgnlRuntime.getMethodValue(OgnlRuntime.java:1297)    ognl.ObjectPropertyAccessor.getPossibleProperty(ObjectPropertyAccessor.java:60)    ognl.ObjectPropertyAccessor.getProperty(ObjectPropertyAccessor.java:147)    com.opensymphony.xwork.util.OgnlValueStack$ObjectAccessor.getProperty(OgnlValueStack.java:57)    ognl.OgnlRuntime.getProperty(OgnlRuntime.java:1940)    com.opensymphony.xwork.util.CompoundRootAccessor.getProperty(CompoundRootAccessor.java:334)    ognl.OgnlRuntime.getProperty(OgnlRuntime.java:1940)    ognl.ASTProperty.getValueBody(ASTProperty.java:114)    ognl.SimpleNode.evaluateGetValueBody(SimpleNode.java:212)    ognl.SimpleNode.getValue(SimpleNode.java:258)    ognl.Ognl.getValue(Ognl.java:494)    ognl.Ognl.getValue(Ognl.java:458)    com.opensymphony.xwork.util.OgnlUtil.getValue(OgnlUtil.java:287)    com.opensymphony.xwork.util.OgnlValueStack.findValue(OgnlValueStack.java:224)    com.opensymphony.webwork.views.freemarker.ScopesHashModel.get(ScopesHashModel.java:51)    freemarker.core.Environment.getGlobalVariable(Environment.java:1063)    freemarker.core.Environment.getVariable(Environment.java:1049)    freemarker.core.Identifier._getAsTemplateModel(Identifier.java:70)    freemarker.core.Expression.getAsTemplateModel(Expression.java:89)    freemarker.core.Dot._getAsTemplateModel(Dot.java:74)    freemarker.core.Expression.getAsTemplateModel(Expression.java:89)    freemarker.core.MethodCall._getAsTemplateModel(MethodCall.java:86)    freemarker.core.Expression.getAsTemplateModel(Expression.java:89)    freemarker.core.Expression.getStringValue(Expression.java:93)    freemarker.core.DollarVariable.accept(DollarVariable.java:76)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.MixedContent.accept(MixedContent.java:92)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.IfBlock.accept(IfBlock.java:82)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.MixedContent.accept(MixedContent.java:92)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.IfBlock.accept(IfBlock.java:82)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.MixedContent.accept(MixedContent.java:92)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.IteratorBlock$Context.runLoop(IteratorBlock.java:167)    freemarker.core.Environment.visit(Environment.java:417)    freemarker.core.IteratorBlock.accept(IteratorBlock.java:102)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.MixedContent.accept(MixedContent.java:92)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.Macro$Context.runMacro(Macro.java:172)    freemarker.core.Environment.visit(Environment.java:603)    freemarker.core.UnifiedCall.accept(UnifiedCall.java:106)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.MixedContent.accept(MixedContent.java:92)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.Environment.process(Environment.java:190)    freemarker.template.Template.process(Template.java:237)    com.opensymphony.webwork.views.freemarker.FreemarkerResult.doExecute(FreemarkerResult.java:214)    com.opensymphony.webwork.dispatcher.WebWorkResultSupport.execute(WebWorkResultSupport.java:143)    com.opensymphony.xwork.DefaultActionInvocation.executeResult(DefaultActionInvocation.java:313)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:208)    com.opensymphony.xwork.interceptor.DefaultWorkflowInterceptor.doIntercept(DefaultWorkflowInterceptor.java:175)    com.atlassian.bamboo.ww2.interceptors.BambooWorkflowInterceptor.doIntercept(BambooWorkflowInterceptor.java:33)    com.opensymphony.xwork.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:86)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.validator.ValidationInterceptor.doIntercept(ValidationInterceptor.java:116)    com.atlassian.bamboo.ww2.interceptors.BambooValidationInterceptor.doIntercept(BambooValidationInterceptor.java:33)    com.opensymphony.xwork.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:86)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.JSONValidationInterceptor.intercept(JSONValidationInterceptor.java:78)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.webwork.interceptor.FileUploadInterceptor.intercept(FileUploadInterceptor.java:174)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.I18nInterceptor.intercept(I18nInterceptor.java:151)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.security.acegi.intercept.web.WebworkSecurityInterceptor.intercept(WebworkSecurityInterceptor.java:55)    com.atlassian.bamboo.security.acegi.intercept.web.WebworkSecurityInterceptorProxy.intercept(WebworkSecurityInterceptorProxy.java:30)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.PaginationAwareInterceptor.intercept(PaginationAwareInterceptor.java:84)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.StatisticsAwareInterceptor.intercept(StatisticsAwareInterceptor.java:41)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.ResultsListAwareInterceptor.intercept(ResultsListAwareInterceptor.java:49)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.BuildResultsSummaryAwareInteceptor.intercept(BuildResultsSummaryAwareInteceptor.java:66)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.ChainAwareInterceptor.intercept(ChainAwareInterceptor.java:93)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.BuildAwareInterceptor.intercept(BuildAwareInterceptor.java:46)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.PlanAwareInterceptor.intercept(PlanAwareInterceptor.java:53)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.ExceptionMappingInterceptor.intercept(ExceptionMappingInterceptor.java:186)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.DefaultActionProxy.execute(DefaultActionProxy.java:116)    com.opensymphony.webwork.components.ActionComponent.executeAction(ActionComponent.java:229)    com.opensymphony.webwork.components.ActionComponent.end(ActionComponent.java:127)    com.opensymphony.webwork.views.freemarker.tags.CallbackWriter.afterBody(CallbackWriter.java:65)    freemarker.core.Environment.visit(Environment.java:301)    freemarker.core.UnifiedCall.accept(UnifiedCall.java:130)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.MixedContent.accept(MixedContent.java:92)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.Environment.process(Environment.java:190)    freemarker.template.Template.process(Template.java:237)    com.opensymphony.webwork.views.freemarker.FreemarkerResult.doExecute(FreemarkerResult.java:214)    com.opensymphony.webwork.dispatcher.WebWorkResultSupport.execute(WebWorkResultSupport.java:143)    com.opensymphony.xwork.DefaultActionInvocation.executeResult(DefaultActionInvocation.java:313)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:208)    com.opensymphony.xwork.interceptor.DefaultWorkflowInterceptor.doIntercept(DefaultWorkflowInterceptor.java:175)    com.atlassian.bamboo.ww2.interceptors.BambooWorkflowInterceptor.doIntercept(BambooWorkflowInterceptor.java:33)    com.opensymphony.xwork.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:86)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.validator.ValidationInterceptor.doIntercept(ValidationInterceptor.java:116)    com.atlassian.bamboo.ww2.interceptors.BambooValidationInterceptor.doIntercept(BambooValidationInterceptor.java:33)    com.opensymphony.xwork.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:86)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.JSONValidationInterceptor.intercept(JSONValidationInterceptor.java:78)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.webwork.interceptor.FileUploadInterceptor.intercept(FileUploadInterceptor.java:174)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.I18nInterceptor.intercept(I18nInterceptor.java:151)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.security.acegi.intercept.web.WebworkSecurityInterceptor.intercept(WebworkSecurityInterceptor.java:55)    com.atlassian.bamboo.security.acegi.intercept.web.WebworkSecurityInterceptorProxy.intercept(WebworkSecurityInterceptorProxy.java:30)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.PaginationAwareInterceptor.intercept(PaginationAwareInterceptor.java:84)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.StatisticsAwareInterceptor.intercept(StatisticsAwareInterceptor.java:41)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.ResultsListAwareInterceptor.intercept(ResultsListAwareInterceptor.java:49)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.BuildResultsSummaryAwareInteceptor.intercept(BuildResultsSummaryAwareInteceptor.java:66)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.ChainAwareInterceptor.intercept(ChainAwareInterceptor.java:93)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.BuildAwareInterceptor.intercept(BuildAwareInterceptor.java:46)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.PlanAwareInterceptor.intercept(PlanAwareInterceptor.java:53)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.ExceptionMappingInterceptor.intercept(ExceptionMappingInterceptor.java:186)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.DefaultActionProxy.execute(DefaultActionProxy.java:116)    com.opensymphony.webwork.components.ActionComponent.executeAction(ActionComponent.java:229)    com.opensymphony.webwork.components.ActionComponent.end(ActionComponent.java:127)    com.opensymphony.webwork.views.freemarker.tags.CallbackWriter.afterBody(CallbackWriter.java:65)    freemarker.core.Environment.visit(Environment.java:301)    freemarker.core.UnifiedCall.accept(UnifiedCall.java:130)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.IfBlock.accept(IfBlock.java:82)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.MixedContent.accept(MixedContent.java:92)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.IfBlock.accept(IfBlock.java:82)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.IfBlock.accept(IfBlock.java:82)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.MixedContent.accept(MixedContent.java:92)    freemarker.core.Environment.visit(Environment.java:210)    freemarker.core.Environment.process(Environment.java:190)    freemarker.template.Template.process(Template.java:237)    com.opensymphony.webwork.views.freemarker.FreemarkerResult.doExecute(FreemarkerResult.java:214)    com.opensymphony.webwork.dispatcher.WebWorkResultSupport.execute(WebWorkResultSupport.java:143)    com.opensymphony.xwork.DefaultActionInvocation.executeResult(DefaultActionInvocation.java:313)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:208)    com.opensymphony.xwork.interceptor.DefaultWorkflowInterceptor.doIntercept(DefaultWorkflowInterceptor.java:175)    com.atlassian.bamboo.ww2.interceptors.BambooWorkflowInterceptor.doIntercept(BambooWorkflowInterceptor.java:33)    com.opensymphony.xwork.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:86)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.validator.ValidationInterceptor.doIntercept(ValidationInterceptor.java:116)    com.atlassian.bamboo.ww2.interceptors.BambooValidationInterceptor.doIntercept(BambooValidationInterceptor.java:33)    com.opensymphony.xwork.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:86)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.atlassian.bamboo.ww2.interceptors.JSONValidationInterceptor.intercept(JSONValidationInterceptor.java:78)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.webwork.interceptor.FileUploadInterceptor.intercept(FileUploadInterceptor.java:174)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:190)    com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:31)    com.opensymphony.xwork.DefaultActionI...",3
"Implicit 'Build Requirements' from 'Builders' are not removed when changing 'Builders', causes builds to not execute
When creating/copying a plan, there are implicit build requirements derived from the selected builder. These requirements can not be managed by the user, but are added and deleted on their behalf by Bamboo when selecting a builder.    In 2.6 build 1901 - 27 May 10, when one changed the builder for a plan; the old builder requirement is not removed from the plan:    !Build Requirements.png!    This causes the build to no be able to schedule on desired agents, leaving it in the build queue.    Once saved, the requirements can not be removed; cloning the build plan doesn't work around this issue.    This will only affect plans that change builders.",2
"Label of test cases are incorrect
nan",2
"Fail producer job if required chain artifacts do not get produced
 https://extranet.atlassian.com/display/BAMBOO/Copy+in+place+artifact+subscriptions",2
"""Block build if parent plans have unbuilt changes"" doesn't block when parent builds are queued
I have multiple component builds set up in bamboo, with the actual dependencies indicated in the build dependencies for those builds.   Set with a blocking strategy of ""Block build if parent plans have unbuilt changes"" - but I don't think this affects the issue.    Because of the graph of dependencies, and the current methodology of triggering builds in bamboo, the components at the end of the dependency tree can get build multiple times for the same root reason/submission.    Consider the builds:  || Build || Parent Plans ||  | parent | |  | child-A | parent |  | grandchild-B | parent \\  child-A |    If a change is submitted to parent source, then on a successful build, both child-A and grandchild-B builds are queued. Once child-A successfully builds, grandchild-B is queued.    Grandchild-b gets built twice (with non-deterministic results on the first build since it uses the current parent results and the previous child-A results).",2
"phpunit --log-xml option deprecated in phpunit 3.4.3+
When configuring the PhpUnit Builder,  under the option:  ""Log test execution to XML file  Relative path to file where PHPUnit will store log test execution in XML format (option --log-xml).""    fails in PhpUnit 3.4.3+ since --log-xml is now deprecated option in PhpUnit.  Message: The --log-xml option is deprecated, please use --log-junit instead    Therefore the only way to successfully build with PhpUnit 3.4.3+ is to have ""Log test execution to XML file"" disabled.",2
"custom.svn.lastchange.revision.number is omitted in build result metadata when reprository advanced option 'quiet period' is enabled
reproduce:    enable quiet period in plan (advanced repository options)  trigger build via commit or manual.",1
"PHPUnit builder fails by default on Windows
I installed Babmoo 2.6.1. It found PHPUnit and added PHPUnit builder correctly without any user action.  However when I created and started a plan using the PHPUnit builder it fails with following error:    {code}  Failed to execute build: Cannot run program ""C:\Program Files (x86)\PHP\phpunit"" (in directory ""C:\Users\Jacek Jaroczynski\bamboo-home\xml-data\build-dir\TEST-TEST""): CreateProcess error=193, %1 is not a valid Win32 application  {code}    The solution was to explicitly configure PHPUnit builder to point at *phpunit.bat* instead of *phpunit*",1
"Amazon EC2 commands do not timeout
    {noformat}  QuartzScheduler_Worker-2 [RUNNABLE, IN_NATIVE] CPU time: 0:12  java.net.SocketInputStream.read(byte[], int, int)  com.sun.net.ssl.internal.ssl.InputRecord.readFully(InputStream, byte[], int, int)  com.sun.net.ssl.internal.ssl.InputRecord.readV3Record(InputStream, OutputStream)  com.sun.net.ssl.internal.ssl.InputRecord.read(InputStream, OutputStream)  com.sun.net.ssl.internal.ssl.SSLSocketImpl.readRecord(InputRecord, boolean)  com.sun.net.ssl.internal.ssl.SSLSocketImpl.readDataRecord(InputRecord)  com.sun.net.ssl.internal.ssl.AppInputStream.read(byte[], int, int)  org.apache.commons.httpclient.HttpClient.executeMethod(HttpMethod)  com.xerox.amazonws.common.AWSQueryConnection.makeRequest(HttpMethodBase, String, Map, Class)  com.xerox.amazonws.ec2.Jec2.makeRequestInt(HttpMethodBase, String, Map, Class)  com.xerox.amazonws.ec2.Jec2.describeSecurityGroups(List)  com.atlassian.aws.AWSAccountImpl.getEC2SecurityGroups()  com.atlassian.bamboo.agent.elastic.server.ElasticFunctionalityFacadeImpl.ensureSecurityGroupExists(AWSAccount)  com.atlassian.bamboo.agent.elastic.server.ElasticFunctionalityFacadeImpl.startupAgents(Collection)  com.atlassian.bamboo.agent.elastic.schedule.ElasticInstancesMonitorJob.execute(JobExecutionContext)  org.quartz.core.JobRunShell.run()  com.atlassian.bamboo.quartz.SystemAuthorizedThreadPool$1.run()  org.quartz.simpl.SimpleThreadPool$WorkerThread.run()  {noformat}    this can lead to some fairly serious thread starvation issues like http://skitch.com/markchai/dknaw/bootstrap-yourkit-java-profiler-8.0.24",3
"Maven Import doesn't work if the Maven builder isn't labelled 'Maven 2'
Bamboo doesn't seem to pick up the Maven builder if its using a non-default label, it complains about {{Bamboo is currently not configured to build Maven 2 projects. Proceed to builder configuration before importing Maven plan. }}    ",2
