Issue,Storypoint
"Add the ability to specify multiple board administrators so other users can change the configuration (delegated admin)
Currently only the owner or a jira-admin can do this. I think it would be good to allow this so you can have other team members adjust the settings.    Currently at my company there are multiple producers on a team that all use the same board and they would like to continue to have one board for the whole team.",5
"Add the ability to specify multiple board administrators so other users can change the configuration (delegated admin)
Currently only the owner or a jira-admin can do this. I think it would be good to allow this so you can have other team members adjust the settings.    Currently at my company there are multiple producers on a team that all use the same board and they would like to continue to have one board for the whole team.",5
"As a user I want to see all issue on the statistic burndown table, even if some don't have a statistic value
nan",3
"Perform work modes initial XHR calls in parallel
At the moment we perform three XHR calls in order to render a rapid board in series:  First we get the rapid board selector data. Then we get the rapid board config data. Finally we get the issues data (allData).  For the 99% case we should be able to perform all three of these calls in parallel (kick them all off at the same time), and just perform the rendering in series.  This will kill off the Rapid Board selection drop down  This means we will have to perform an additional two rest calls in the unlikely case where someone attempts to load a rapid board that has been deleted and gets punted to the default board.",5
"As a user, I'd like the manage Rapid Board screen to have a clear 'Create new board' button directly on the screen rather than being hidden in a submenu
nan",1
"As a user, I would like a board that is not ordered by rank and therefore not draggable on PLAN mode to not show the ""hand"" icon or drag handles so I don't get confused
nan",1
"As a user of the PLAN mode, I would like a board that is not draggable to give me a warning when I attempt a drag like action on it and explain what the problem is
COS:  - Show a warning box ""Ranking is not possible because the filter for this board does not order by a rank""  - Include a link to the filter section of the configuration - Discuss testing",3
"Plan|Work|Report links should support opening in another tab with middle click (cmd click)
If I middle click them or Ctrl click them, they should do nothing and fallthrough to the native browser handling.    We have code for this in Stash, but since we only use it with live events, we don't handle checking for left click (we probably should):    EDIT: Here's with which checking as well.  {code}  exports.openInSameTab = function (e) {          return (e.which == null || e.which === 1) &&                !(e.metaKey || e.ctrlKey || e.shiftKey || (e.altKey && !$.browser.msie));      };  {code}    Called like   {code}  $(document).on('click', 'a', function(e) {      if (!openInSameTab(e)) return;        ... do stuff ...        e.preventDefault();  });  {code}    If you want to handle left click only, I believe you can check e.which === 1, but you should test that first.  ",3
"As a user of the WORK mode, I would like a board that is not rankable to give me a warning when I attempt a rank like action on it and explain what the problem is
COS: - Discuss testing",5
"Expand / Collapse All Swimlanes on the Rapid Board
Rather than just having the individual swimlane expand / collapse function, it will be convenient to have the expand / collapse all the swimlanes in one go.    COS:   - Menu items will appear at the bottom of the Tools menu  - Include a keyboard shortcut for toggling expand/collapse all   - Decide on a keyboard shortcut (Current choice is {{MINUS SIGN}})",2
"As support, I need an itemized list of the remaining time/items at the end of the Sprint in the burndown
- With 45 issues doing this manually is very painful (particularly when you're trying to reconcile history) ",2
"As a multi-team one backlog user, I'd like to be able to start multiple sprints at once
(!) Testing Notes (!)  Q: How many sprints can be open at once? A: No limit  Q: Is there any impact on reporting when multiple sprints are active? A: (x) Not answered  Q: How do we know which report to jump to when juggling sprints in work mode? A: (x) Not answered  Q: What happens when an active sprint is closed by some other user while you are working on it? A: (x) Not answered  Q: What if i want to view different swimlane strategies in each of my active sprints? A: Raise a feature request  Q: What happens when all issues are removed from an active sprint? A: Existing problem, iirc there's an open bug to better handle this  Q: What if all issues from one sprint are moved to another active sprint? A: As above  Q: Do we still jump to reports if an active sprint is still open? A: (x) Not answered ",3
"As a multi-team one backlog user, I'd like to be able to pick which sprint I'm looking at on work mode (possibly quickfilters?)
https://extranet.atlassian.com/display/GHDEV/GHS-5543+Sprint+Picker",5
"As a multi-team one backlog user, I'd like to be able to pick which sprint to finish when I close one
COS:  - Display inline dialog with name, start and end date - Button to finish",5
"As a forward planner, I'd like to be able to name future sprints
nan",5
"Store sprint created date and show on the burndown chart data table as the first line
COS: - For historical sprints do not show this entry in the burndown",3
"Store sprint created date and show on the burndown chart data table as the first line
COS: - For historical sprints do not show this entry in the burndown",3
"Allow more than one plugin to register to have a tab in the detail view, use icons in the tab header
nan",1
"As a user, I'd like the board to poll for staleness and provide a notification if there are changes at a sane interval
COS:   - Detect when page loses focus and stop doing this so regularly     (!) Testing Notes (!)    Q: How often does this poll? Can the user define this polling interval?  A: 30 sec. No, user can't define interval    Q: What if there was a change, then another change to undo that change? aka there is no effective delta?  A: The client side will receive the updated data and then decide its already up to date, thus ignore it    Q: What if the user has been logged out?  A: Thanks to Jason a separate logic automatically redirects to the login page when an ajax request fails due to being logged out. This works for all requests, be it filter change, detail view, or update poller. The question here probably is whether the update poller should really trigger this redirect...    Q: What if the user does not have permission to see the board? Do they still get notifications?  A: Why would the board open if they had no permission    Q: Any conflict if there was an error on the page as well?  A: Not handled    Q: Is there a way for a user to disable these notifications?  A: No    Q: Any conflict if I have multiple boards open in multiple tabs?  A: Should not. Each board will separately poll for updates though    ",8
"As a user, I would like to be able use the work mode while an update is being performed (kill the spinner)
COS: - Allow re-rank  - Allow quick filter",8
"As a user, I would like to be able use the work mode while an update is being performed (kill the spinner)
COS: - Allow re-rank  - Allow quick filter",8
"As a user, I'd like to have a recent version of JIM automatically installed for me
nan",8
"As a supporter, I'd like exceptions to be collapsed by default, to allow users to continue to use the app without having a large error box on the screen
COS:  - A link to ""Read More"" will expand the container to the full height. - The box can be collapsed again.",3
"As a user I want to be able to see the Remaining Estimate on Rapid Board cards instead of the Original Time Estimate
You would normally only look at a sprint board once the sprint has started, and when a sprint has started the only valu ethat is relevant for any given sprint task is the remaining estimate. Therefore this should be visible directly on the rapid board cards in stead of the Original Time Estimate.   This will give a far better overview of the sprint, when viewing the entire Rapid Board.   As a bonus it would be very nice if the value is editable directly on the Rapid Board cards.  COS:  - On work mode the lozenge will show remaining estimate - For parent stores this will not include sub tasks - Only if time tracking is enabled",2
"As a user, I'd like to see the count of visible (i.e. unfiltered) issues in the column header
(!) Testing Notes (!)  Q: Any limit on the number of digits? A: (/) Issue count should be unlimited (constraints currently limited to 999).  Q: Takes into account when multiple filters are on? A: (/) Yes  Q: Properly hides issues that are hidden for a particular user? A: (/)  for browse permissions  Q: Looks good in all browsers? A: (/) Yes  Q: Looks good in wallboard mode? A: (/) yes",2
"As a user I want to see median time on scrum/kanban charts
This would allow people to find the median time that issues take to be fixed or to be QAed or to pass through arbitrary stages of the issue lifecycle. The median is arguably a more useful time than the mean as it is less influenced by outliers.",1
"As a user, during the create board process I want to select a board type first then either a filter or projects as a second step
nan",5
"As a user, during the create board process I want to select a board type first then either a filter or projects as a second step
nan",5
"As a user, I'd like to be able to inline edit the components, fix version and affects version fields in the detail view
COS: - Use the Frother control for entering input (i.e. same experience as View Issue)?",5
"As a user, I'd like to be able to inline edit the components, fix version and affects version fields in the detail view
COS: - Use the Frother control for entering input (i.e. same experience as View Issue)?",5
"As a user, I'd like to know in the filter configuration tab that some issues that match my filter are not appearing on my screen because they are not in a column
COS:  - Something in the filter tab  - Click through to the column tab  (!) Testing Notes (!)  Q: Alert? Dialog? Dismissable? A: Warning, shown in Filter tab. Not dismissable.   Q: Count of issues not displayed? A: Nope  Q: Do you get this message as soon as there exists an issue which is unmapped? A: Whenever you view the filters tab and there is an issue unmapped (current user). Other users on page refresh/load of configuration.  Q: Is this only for statuses that currently have issues in them, or any unmapped status? A: Only unmapped statuses that have issues in them.   Q: Does the message immediately disappear when the last applicable status becomes mapped? A: Yes, once you fix the last unmapped status with issues, then view the filters tab, it no longer appears (current user). Other users on page refresh/load of configuration. ",3
"When automatically choosing a name for the next sprint, increment the number at the end even when there are word characters or punctuation
Some examples * Sprint 1 -> Sprint 2 * Stash M1 -> Stash M2 * JIRA 5.0.1 -> JIRA 5.0.2",1
"As a rapid board user, I'd like to be able add/remove text custom fields to the bottom of the detail section of the detail view
COS:   - Configuration per board  -- New tab in config page  - Any text custom field in the system  -- Double check that fields for Estimation are not filtered based on issues in board  - Text custom field will be read only on detail view  - Add and remove fields  -- If possible - reordering of fields  - Fields are displayed at the *bottom* of the *top* section on the *Details* tab i.e. underneath Fix Version  - Read only display for now    (!) Testing Notes (!)    _(Answers by mtokar)_    Q: How many text fields will we allow?  A: Unlimited - as many as there are in the system to be added    Q: Which text fields will be allowed, and are there any that are prohibited?  A: Only Custom Fields which are of a ""text"" type - in the standard custom field types this means Text Area, Small Text and URL    Q: What happens if the name of the attached field is modified?  A: Nothing should happen - field is assigned by ID    Q: Who has permission to add these fields?  A: Board owner and admins    Q: Are these fields added per board, or per project, or global?  A: Per board    Q: What happens when we remove then re-add a text field?  A: It will be in a different position to before, but otherwise nothing.    Q: What if a user does not have permission to see the attached field?  A: There are no user permissions for fields. But if the field is not applicable in the scope of the selected issue (i.e. it is not configured for that issue type or project), then it will not be displayed on the detail view.  Regardless of scope, all text custom fields are available to be added (if they have not already been added).    Q: If a field is added while a user has the detail view open, do we require a full page reload or just a detail view refresh to see it?  A: Just reload detail view.    Q: Can users add GreenHopper fields to the details tab? This could lead to odd behavior in the case of Story Points.  A: No special GreenHopper fields are currently allowed to be added.    Q: Will we only allow text fields, or number fields as well?  A: At the moment only text fields    Q: Will these fields be inline editable in the detail view?  A: At the moment read-only.    Q: Will these fields be XSS safe?  A: They should be, yes.      ",13
"As a user, I want to link scipe to stories
COS:  - New link type - Need service to link/unlink  - Only valid between an Epic issue type and a Story issue type",5
"XML view for issue contains empty value for field SPRINT
If the SPRINT field contains value and is correctly displayed on the issue screen, click Views->XML. The xml contains information about the SPRINT customfield but its value is empty.    This bug causes following issue with IDE Connectors:  * user opens issue in the IDE Connector (it is based on the issue XML view and contains information that Sprint value is empty)  * user makes changes and submit issue with the Sprint value empty  * the Sprint value is erased on the JIRA side (ups!)",1
"Ability to use the Upcoming Sprint value or name in JQL searches
I'd like to have the ability to use the notion of Upcoming sprint in JQL searches.    For instance, I have planned 2 sprints ahead of the current open sprint. I'd like to be able to filter separately the issues planned in upcoming sprints 1 & 2, using the advanced search. I would use this search query to create swimlanes in Kanban boards or create structures within the Structure plugin.    Note that future sprints don't have a date so autocomplete needs to be revisited.    h3. Workaround via database:    https://confluence.atlassian.com/display/JIRAKB/How+to+find+issues+from+non-started+sprints",1
"As a user, I would like to be able to configure the due date or any other date field on to the detail view
COS:  - Due Date  - Resolution Date  - Custom fields of date type - Second restful table for dates  - Go in to the dates section  (!) Testing Notes (!)  Q: Be sure to test with Greek and Korean dates A: (x) Not Answered  Q: What if the selected day is a non-working day? A: (x) Not Answered  Q: What happens when you change the JIRA date format with the field in place? A: (x) Not Answered  Q: How many dates fields can you add to the detail view? A: (x) Not Answered",5
"As a user, I would like to be able to configure the business value (or any other numeric field) to be shown on the detail view
COS: - Business Value - Custom fields of type numeric  - If the same as the estimate statistic do not offer it to add -- If already added, show a warning in the configuration page, and do not show in Detail View on board  Testing: - Kanban vs Scrum boards - story points are handled differently  (!) Testing Notes (!)  Q: What if you add business value when it is already the selected estimate field? A: The currently selected estimate field should not appear in the dropdown list. The only time it does if if you change the estimate field then click Issue Detail tab without refreshing the page. In this case, it does nothing when you try to add it.   Q: What if you added business value before setting it as the estimate statistic? A: It does not appear in the issue detail. When you view the configuration, there's a message against the field.   Q: If we allow both, do they update properly when either of them is updated? A: (x) Not Answered (don't understand this one)  Q: How many fields can we add? Are there any limitations? A: No  Q: Any issues when the user cannot edit the field? A: No  Q: Can you add duplicate fields? A: No  Q: What happens when a number field is changed to another field type? A: I don't think this is even possible.  Q: What happens if the field is deleted after it was added? A: It should show up as not valid with a message on the config page and does not show up in issue detail.   Q: Any limit to the length of input to the   ...?",3
"As a user, I would like to be able to configure the resolution, environment and security level fields to be shown on the detail view
COS:  - Resolution   - Environment   - Security level     (!) Testing Notes (!)    Only plays for this type of story include:  * deleting the field when assigned  -> this field is a system field so we can't delete it. I tried to hide it but we don't honour those settings (see https://jira.atlassian.com/browse/GHS-5831?focusedCommentId=412545&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-412545)     * restricting permission to particular users  -> the user will see an error message saying that it is not possible to access the issue after security level configuration change and on board reload the issue will not be visible in the list    * checking behavior when naming fields as system-wide objects (Unassigned) and duplicates  -> we can create a custom field with the same name as a system field (like resolution, environment and security level). It will be selectable in the field list in the Issue Detail View tab of the configuration page.  ",2
"As a user, I would like to configure label, select, check, radio and version fields to be shown on the detail view
COS: - Label custom fields - Select & Multi select custom fields - Check & multi check - Radio - Version custom field   (!) Testing Notes (!)  Q: How many of these fields can you add? A: (/) As many as you like  Q: Will these be selectable in the detail view? Or only the current state of the field? A: (/) Read-only  Q: How will we display a field with multiple selections? A: (/) Comma-separated   Q: Will there be any problem adding fields that have duplicate names? A: (/) No, field configuration is stored by id. It would be hard to know which one is which though  ",3
"As a user, I would like to configure user or group custom fields to be shown on the detail view
COS:  - User custom field type  - Group custom field type  - Another RESTful table for people section    (!) Development Notes (!)    Q: How many users and groups can we add to the detail view? Any limit?  A: (/) No actual users or groups are added, only defined custom field containing users / groups. There is no limit on the amount of custom fields displayed    Q: Where is the people section located?  A: (/) In the rapid board config page, under the issue detail view tab. In the third table.    Q: Are users/groups notified when they are added to a board?  A: (/) They aren't actually added to the board. The issue detail view will display custom fields of a type related to people (user picker, group picker, ...).     Q: What if a person/group added to the board does not have permission to see it (aka no permission to see the filter)?  A: (/) The person or group does not know that he is being displayed in the issue's detail view on the rapid board.     Q: Will this be a new tab on the vertical jump nav?  A: (/) No, the people custom field will be displayed in the details tab of an issue detail view, under the people section (under assignee and reporter)    Q: What if a user or group is deleted while displayed on the board?  A: (/) The link to the person / group is displayed. If the person or group is deleted then following the link will show an appropriate error page.    Q: What if a user/group is renamed?  A: (/) The link will still work. The changes will be reflected on the next refresh of the data    Q: Do any of these questions surprise you? If so, what hadn't you previously considered?  A: (x) Not Answered",5
"As on ondemand user I want to be able to use sample data
nan",1
"As a use GH should create OD compliant projects. From the welcome mat it does not respect all-app-access requirement in ondemand
    Code to be copied from https://bitbucket.org/wseliga/jira-ondemand-jim-bridge-plugin    See https://studio.atlassian.com/browse/JIM-691 for more details    ",3
"As a user, I'd like basic flagging of issues
This is just the first step in flagging  COS:  - Flag is set / cleared from the cog menu in detail view & context menu - Flag icon takes place of issue priority - background color change when issue flagged (also specific color when selected) - Appear in work mode and plan mode - use the flag field introduced in classic mode : -- not empty -> flagged -- empty -> un flagged - in case of mixed selection propose ""flag"" action, else propose the opposite action of the selection - in case of multiple issues flagging with error : -- flag the one that can be modified -- display a list of info message ""issue key -> error""",3
